ide_detudc,con_udc,con_detudc,dsc_desc1,dsc_desc2,udc_default
101367,10,1367,HEROICA CIUDAD DE TLAXIACO,,90020
101368,10,1368,AYOQUESCO DE ALDAMA,,90020
101369,10,1369,SANTA MARIA ATZOMPA,,90020
101370,10,1370,SANTA MARIA COMATLAN,,90020
101371,10,1371,SANTA MARIA COLOTEPEC,,90020
101372,10,1372,SANTA MARIA CORTIJO,,90020
101373,10,1373,SANTA MARIA COYOTEPEC,,90020
101374,10,1374,SANTA MARIA CHACHOAPAN,,90020
101375,10,1375,SANTA MARIA CHILAPA DE DIAZ,,90020
101376,10,1376,SANTA MARIA CHILCHOTLA,,90020
101377,10,1377,SANTA MARIA CHIMALAPA,,90020
101378,10,1378,SANTA MARIA DEL ROSARIO,,90020
101379,10,1379,SANTA MARIA DEL TULE,,90020
101380,10,1380,SANTA MARIA ECATEPEC,,90020
101381,10,1381,SANTA MARIA GUELACE,,90020
101382,10,1382,SANTA MARIA GUIENAGATI,,90020
101383,10,1383,SANTA MARIA HUATULCO,,90020
101384,10,1384,SANTA MARIA HUAZOLOTITLAN,,90020
101385,10,1385,SANTA MARIA IPALAPA,,90020
101386,10,1386,SANTA MARIA IXCATLAN,,90020
101387,10,1387,SANTA MARIA JACATEPEC,,90020
101388,10,1388,SANTA MARIA JALAPA DEL MARQUES,,90020
101389,10,1389,SANTA MARIA JALTIANGUIS,,90020
101390,10,1390,SANTA MARIA LACHIXIO,,90020
101391,10,1391,SANTA MARIA MIXTEQUILLA,,90020
101392,10,1392,SANTA MARIA NATIVITAS,,90020
101393,10,1393,SANTA MARIA NDUAYACO,,90020
101394,10,1394,SANTA MARIA OZOLTEPEC,,90020
101395,10,1395,SANTA MARIA PAPALO,,90020
101396,10,1396,SANTA MARIA PE¥OLES,,90020
101397,10,1397,SANTA MARIA PETAPA,,90020
101398,10,1398,SANTA MARIA QUIEGOLANI,,90020
101399,10,1399,BUENA VISTA TEPANTEPEC,,90020
101400,10,1400,SANTA MARIA TATALTEPEC,,90020
101401,10,1401,SANTA MARIA TECOMOVACA,,90020
101402,10,1402,SANTA MARIA TEMAXCALAPA,,90020
101403,10,1403,SANTA MARIA TEMAXCALTEPEC,,90020
101404,10,1404,SANTA MARIA TEOPOXCO,,90020
101405,10,1405,SANTA MARIA TEPANTLALI,,90020
101406,10,1406,SANTA MARIA TEXCATITLAN,,90020
101407,10,1407,SANTA MARIA TLAHUITOLTEPEC,,90020
101408,10,1408,SANTA MARIA TLALIXTAC,,90020
101409,10,1409,SANTA MARIA TONAMECA,,90020
101410,10,1410,SANTA MARIA TOTOLOPILLA,,90020
101411,10,1411,SANTA MARIA XADANI,,90020
101412,10,1412,SANTA MARIA YALINA,,90020
101413,10,1413,SANTA MARIA YAVESLA,,90020
101414,10,1414,SANTA MARIA YOLOTEPEC,,90020
101415,10,1415,SANTA MARIA YOSOYUA,,90020
101416,10,1416,SANTA MARIA YUCUHITE,,90020
101417,10,1417,SANTA MARIA ZACATEPEC,,90020
101418,10,1418,SANTA MARIA ZANIZA,,90020
101419,10,1419,SANTA MARIA ZOQUITLAN,,90020
101420,10,1420,SANTIAGO AMOLTEPEC,,90020
101421,10,1421,SANTIAGO APOALA,,90020
101422,10,1422,SANTIAGO APOSTOL,,90020
101423,10,1423,SANTIAGO ASTATA,,90020
101424,10,1424,SANTIAGO ATITLAN,,90020
101425,10,1425,SANTIAGO AYUQUILILLA,,90020
101426,10,1426,SANTIAGO CACALOXTEPEC,,90020
101427,10,1427,SANTIAGO CAMOTLAN,,90020
101428,10,1428,SANTIAGO COMALTEPEC,,90020
101429,10,1429,SANTIAGO CHAZUMBA,,90020
101430,10,1430,SANTIAGO CHOAPAM,,90020
101431,10,1431,SANTIAGO DEL RIO,,90020
101432,10,1432,SANTIAGO HUAJOLOTITLAN,,90020
101433,10,1433,SANTIAGO HUACLILLA,,90020
101434,10,1434,SANTIAGO IHUITLAN PLUMAS,,90020
101435,10,1435,SANTIAGO IXCUINTEPEC,,90020
101436,10,1436,SANTIAGO IXTAYUTLA,,90020
101437,10,1437,SANTIAGO JAMILTEPEC,,90020
101438,10,1438,SANTIAGO JOCOTEPEC,,90020
101439,10,1439,SANTIAGO JUXTLAHUACA,,90020
101440,10,1440,SANTIAGO LACHIGUIRI,,90020
101441,10,1441,SANTIAGO LALOPA,,90020
101442,10,1442,SANTIAGO LAOLLAGA,,90020
101443,10,1443,SANTIAGO LAXOPA,,90020
101444,10,1444,SANTIAGO LLANO GRANDE,,90020
101445,10,1445,SANTIAGO MATATLAN,,90020
101446,10,1446,SANTIAGO MILTEPEC,,90020
101447,10,1447,SANTIAGO MINAS DE VEGA,,90020
101448,10,1448,SANTIAGO NECALTEPEC,,90020
101449,10,1449,SANTIAGO NEJAPILLA,,90020
101450,10,1450,SANTIAGO NUNDICHE,,90020
101451,10,1451,SANTIAGO NUYOO,,90020
101452,10,1452,SANTIAGO PINOTEPA NACIONAL,,90020
101453,10,1453,SANTIAGO SUCHIQUILTONGO,,90020
101454,10,1454,SANTIAGO TAMAZOLA,,90020
101455,10,1455,SANTIAGO TAPEXTLA,,90020
101456,10,1456,VILLA TEJUPAM DE LA UNION,,90020
101457,10,1457,SANTIAGO TENAGO,,90020
101458,10,1458,SANTIAGO TEPETLAPA,,90020
101459,10,1459,SANTIAGO TETEPEC,,90020
101460,10,1460,SANTIAGO TEXCALCINGO,,90020
101461,10,1461,SANTIAGO TEXTITLAN,,90020
101462,10,1462,SANTIAGO TILANTONGO,,90020
101463,10,1463,SANTIAGO TILLO,,90020
101464,10,1464,SANTIAGO TLAZOYALTEPEC,,90020
101465,10,1465,SANTIAGO XANICA,,90020
101466,10,1466,SANTIAGO XIACUI,,90020
101467,10,1467,SANTIAGO YALTEPEC,,90020
101468,10,1468,SANTIAGO YAVEO,,90020
101469,10,1469,SANTIAGO YOLOMECATL,,90020
101470,10,1470,SANTIAGO YOSONDUA,,90020
101471,10,1471,SANTIAGO YUCUYACHI,,90020
101472,10,1472,SANTIAGO ZACATEPEC,,90020
101473,10,1473,SANTIAGO ZOOCHILA,,90020
101474,10,1474,NUEVO ZOQUIAPAM,,90020
101475,10,1475,SANTO DOMINGO INGENIO,,90020
101476,10,1476,SANTO DOMINGO ALBARRADAS,,90020
101477,10,1477,SANTO DOMINGO ARMENTA,,90020
101478,10,1478,SANTO DOMINGO CHIHUITAN,,90020
101479,10,1479,SANTO DOMINGO DE MORELOS,,90020
101480,10,1480,SANTO DOMINGO IXCATLAN,,90020
101481,10,1481,SANTO DOMINGO NUXAA,,90020
101482,10,1482,SANTO DOMINGO OZOLOTEPEC,,90020
101483,10,1483,SANTO DOMINGO PETAPA,,90020
101484,10,1484,SANTO DOMINGO ROAYAGA,,90020
101485,10,1485,SANTO DOMINGO TEHUANTEPEC,,90020
101486,10,1486,SANTO DOMINGO TEOJOMULCO,,90020
101487,10,1487,SANTO DOMINGO TEPUXTEPEC,,90020
101488,10,1488,SANTO DOMINGO TLATAYAPAM,,90020
101489,10,1489,SANTO DOMINGO TOMALTEPEC,,90020
101490,10,1490,SANTO DOMINGO TONALA,,90020
101491,10,1491,SANTO DOMINGO TONALTEPEC,,90020
101492,10,1492,SANTO DOMINGO XAGACIA,,90020
101493,10,1493,SANTO DOMINGO YANHUITLAN,,90020
101494,10,1494,SANTO DOMINGO YODOHINO,,90020
101495,10,1495,SANTO DOMINGO ZANATEPEC,,90020
101496,10,1496,SANTOS REYES NOPALA,,90020
101497,10,1497,SANTOS REYES PAPALO,,90020
101498,10,1498,SANTOS REYES TEPEJILLO,,90020
101499,10,1499,SANTOS REYES YUCUNA,,90020
101500,10,1500,SANTO TOMAS JALIEZA,,90020
101501,10,1501,SANTO TOMAS MAZALTEPEC,,90020
101502,10,1502,SANTO TOMAS OCOTEPEC,,90020
101503,10,1503,SANTO TOMAS TAMAZULAPAM,,90020
101504,10,1504,SAN VICENTE COATLAN,,90020
101505,10,1505,SAN VICENTE LACHIXIO,,90020
101506,10,1506,SAN VICENTE NU¥U,,90020
101507,10,1507,SILACAYOAPAM,,90020
101508,10,1508,SITIO DE XITLAPEHUA,,90020
101509,10,1509,SOLEDAD ETLA,,90020
101510,10,1510,VILLA DE TAMAZULAPAM DEL PROGRESO,,90020
101511,10,1511,TANETZE DE ZARAGOZA,,90020
101512,10,1512,TANICHE,,90020
101513,10,1513,TATALTEPEC DE VALDES,,90020
101514,10,1514,TEOCOCUILCO DE MARCOS PEREZ,,90020
101515,10,1515,TEOTITLAN DE FLORES MAGON,,90020
101516,10,1516,TEOTITLAN DEL VALLE,,90020
101517,10,1517,TEOTONGO,,90020
101518,10,1518,TEPELMEME VILLA DE MORELOS,,90020
101519,10,1519,TEZOATLAN DE SEGURA Y LUNA,,90020
101520,10,1520,SAN JERONIMO TLACOCHAHUAYA,,90020
101521,10,1521,TLACOLULA DE MATAMOROS,,90020
101522,10,1522,TLACOTEPEC PLUMAS,,90020
101523,10,1523,TLALIXTAC DE CABRERA,,90020
101524,10,1524,TOTONTEPEC VILLA DE MORELOS,,90020
101525,10,1525,TRINIDAD ZAACHILA,,90020
101526,10,1526,"TRINIDAD VISTA HERMOSA, LA",,90020
101527,10,1527,UNION HIDALGO,,90020
101528,10,1528,VALERIO TRUJANO,,90020
101529,10,1529,SAN JUAN BAUTISTA VALLE NACIONAL,,90020
101530,10,1530,VILLA DIAZ ORDAZ,,90020
101531,10,1531,YAXE,,90020
101532,10,1532,MAGDALENA YODOCONO DE PORFIRIO DIAZ,,90020
101533,10,1533,YOGANA,,90020
101534,10,1534,YUTANDUCHI DE GUERRERO,,90020
101535,10,1535,VILLA DE ZAACHILA,,90020
101536,10,1536,ZAPOTITLAN DEL RIO,,90020
101537,10,1537,ZAPOTITLAN LAGUNAS,,90020
101538,10,1538,ZAPOTITLAN PALMAS,,90020
101539,10,1539,SANTA INES DE ZARAGOZA,,90020
101540,10,1540,ZIMATLAN DE ALVAREZ,,90020
101541,10,1541,ACAJETE,,90021
101542,10,1542,ACATENO,,90021
101543,10,1543,ACATLAN,,90021
101544,10,1544,ACATZINGO,,90021
101545,10,1545,ACTEOPAN,,90021
101546,10,1546,AHUACATLAN,,90021
101547,10,1547,AHUATLAN,,90021
101548,10,1548,AHUAZOTEPEC,,90021
101549,10,1549,AHUEHUETITLA,,90021
101550,10,1550,AJALPAN,,90021
101551,10,1551,ALBINO ZETRUCHE,,90021
101552,10,1552,ALJOJUCA,,90021
101553,10,1553,ALTEPEXI,,90021
101554,10,1554,AMIXTLAN,,90021
101555,10,1555,AMOZOC,,90021
101556,10,1556,AQUIXTLA,,90021
101557,10,1557,ATEMPAN,,90021
101558,10,1558,ATEXCAL,,90021
101559,10,1559,ATLIXCO,,90021
101560,10,1560,ATOYATEMPAN,,90021
101561,10,1561,ATZALA,,90021
101562,10,1562,ATZIZIHUACAN,,90021
101563,10,1563,ATZITZINTLA,,90021
101564,10,1564,AXUTLA,,90021
101565,10,1565,AYOTOXCO DE GUERRERO,,90021
101566,10,1566,CALPAN,,90021
101567,10,1567,CALTEPEC,,90021
101568,10,1568,CAMOCUAUTLA,,90021
101569,10,1569,CAXHUACAN,,90021
101570,10,1570,COATEPEC,,90021
101571,10,1571,COATZINGO,,90021
101572,10,1572,COHETZALA,,90021
101573,10,1573,COHUECAN,,90021
101574,10,1574,CORONANGO,,90021
101575,10,1575,COXCATLAN,,90021
101576,10,1576,COYOMEAPAN,,90021
101577,10,1577,COYOTEPEC,,90021
101578,10,1578,CUAPIAXTLA DE MADERO,,90021
101579,10,1579,CUAUTEMPAN,,90021
101580,10,1580,CUAUTINCHAN,,90021
101581,10,1581,CUAUTLANCINGO,,90021
101582,10,1582,CUAYUCA DE ANDRADE,,90021
101583,10,1583,CUETZALAN DEL PROGRESO,,90021
101584,10,1584,CUYOACO,,90021
101585,10,1585,CHALCHICOMULA DE SEMA,,90021
101586,10,1586,CHAPULCO,,90021
101587,10,1587,CHIAUTLA,,90021
101588,10,1588,CHIAUTZINGO,,90021
101589,10,1589,CHICONCUAUTLA,,90021
101590,10,1590,CHICHIQUILA,,90021
101591,10,1591,CHIETLA,,90021
101592,10,1592,CHIGMECATITLAN,,90021
101593,10,1593,CHIGNAHUAPAN,,90021
101594,10,1594,CHIGNAUTLA,,90021
101595,10,1595,CHILA,,90021
101596,10,1596,CHILA DE LA SAL,,90021
101597,10,1597,CHILA HONEY,,90021
101598,10,1598,CHILCHOTLA,,90021
101599,10,1599,CHINANTLA,,90021
101600,10,1600,DOMINGO ARENAS,,90021
101601,10,1601,ELOXOCHITLAN,,90021
101602,10,1602,EPATLAN,,90021
101603,10,1603,ESPERANZA,,90021
101604,10,1604,FRANCISCO Z. MENA,,90021
101605,10,1605,GENERAL FELIPE ANGELES,,90021
101606,10,1606,GUADALUPE,,90021
101607,10,1607,GUADALUPE VICTORIA,,90021
101608,10,1608,HERMENEGILDO GALEANA,,90021
101609,10,1609,HUAQUECHULA,,90021
101610,10,1610,HUATLATLAUCA,,90021
101611,10,1611,HUAUCHINANGO,,90021
101612,10,1612,HUEHUETLA,,90021
101613,10,1613,HUEHUETLAN EL CHICO,,90021
101614,10,1614,HUEJOTZINGO,,90021
101615,10,1615,HUEYAPAN,,90021
101616,10,1616,HUEYTAMALCO,,90021
101617,10,1617,HUEYTLALPAN,,90021
101618,10,1618,HUITZILAN DE SERDAN,,90021
101619,10,1619,HUITZILTEPEC,,90021
101620,10,1620,IGNACIO ALLENDE,,90021
101621,10,1621,IXCAMILPA DE GUERRERO,,90021
101622,10,1622,IXCAQUIXTLA,,90021
101623,10,1623,IXTACAMAXTITLAN,,90021
101624,10,1624,IXTEPEC,,90021
101625,10,1625,IZUCAR DE MATAMOROS,,90021
101626,10,1626,JALPAN,,90021
101627,10,1627,JOLALPAN,,90021
101628,10,1628,JONOTLA,,90021
101629,10,1629,JOPALA,,90021
101630,10,1630,JUAN C. BONILLA,,90021
101631,10,1631,JUAN GALINDO,,90021
101632,10,1632,JUAN N. MENDEZ,,90021
101633,10,1633,LAFRAGUA,,90021
101634,10,1634,LIBRES,,90021
101635,10,1635,"MAGDALENA TLATLAUQUITEPEC, LA",,90021
101636,10,1636,MAZAPILTEPEC DE JUAREZ,,90021
101637,10,1637,MIXTLA,,90021
101638,10,1638,MOLCAXAC,,90021
101639,10,1639,CA¥ADA MORELOS,,90021
101640,10,1640,NAUPAN,,90021
101641,10,1641,NAUZONTLA,,90021
101642,10,1642,NEALTICAN,,90021
101643,10,1643,NICOLAS BRAVO,,90021
101644,10,1644,NOPALUCAN,,90021
101645,10,1645,OCOTEPEC,,90021
101646,10,1646,OCOYUCAN,,90021
101647,10,1647,OLINTLA,,90021
101648,10,1648,ORIENTAL,,90021
101649,10,1649,PAHUATLAN,,90021
101650,10,1650,PALMAR DE BRAVO,,90021
101651,10,1651,PANTEPEC,,90021
101652,10,1652,PETLALCINGO,,90021
101653,10,1653,PIAXTLA,,90021
101654,10,1654,PUEBLA,,90021
101655,10,1655,QUECHOLAC,,90021
101656,10,1656,QUIMIXTLAN,,90021
101657,10,1657,RAFAEL LARA GRAJALES,,90021
101658,10,1658,"REYES DE JUAREZ, LOS",,90021
101659,10,1659,SAN ANDRES CHOLULA,,90021
101660,10,1660,SAN ANTONIO CA¥ADA,,90021
101661,10,1661,SAN DIEGO LA MESA TOCHIMILTZINGO,,90021
101662,10,1662,SAN FELIPE TEOTLALCINGO,,90021
101663,10,1663,SAN FELIPE TEPATLAN,,90021
101664,10,1664,SAN GABRIEL CHILAC,,90021
101665,10,1665,SAN GREGORIO ATZOMPA,,90021
101666,10,1666,SAN JERONIMO TECUANIPAN,,90021
101667,10,1667,SAN JERONIMO XAYACATLAN,,90021
101668,10,1668,SAN JOSE CHIAPA,,90021
101669,10,1669,SAN JOSE MIAHUATLAN,,90021
101670,10,1670,SAN JUAN ATENCO,,90021
101671,10,1671,SAN JUAN ATZOMPA,,90021
101672,10,1672,SAN MARTIN TEXMELUCAN,,90021
101673,10,1673,SAN MARTIN TOTOLTEPEC,,90021
101674,10,1674,SAN MATIAS TLALANCALECA,,90021
101675,10,1675,SAN MIGUEL IXITLAN,,90021
101676,10,1676,SAN MIGUEL XOXTLA,,90021
101677,10,1677,SAN NICOLAS BUENOS AIRES,,90021
101678,10,1678,SAN NICOLAS DE LOS RANCHOS,,90021
101679,10,1679,SAN PEDRO AMICANO,,90021
101680,10,1680,SAN PEDRO CHOLULA,,90021
101681,10,1681,SAN PEDRO YELOIXTLAHUACA,,90021
101682,10,1682,SAN SALVADOR EL SECO,,90021
101683,10,1683,SAN SALVADOR EL VERDE,,90021
101684,10,1684,SAN SALVADOR HUIXCOLOTLA,,90021
101685,10,1685,SAN SEBASTIAN TLACOTEPEC,,90021
101686,10,1686,SANTA CATARINA TLALTEMPAN,,90021
101687,10,1687,SANTA INES AHUATEMPAN,,90021
101688,10,1688,SANTA ISABEL CHOLULA,,90021
101689,10,1689,SANTIAGO MIAHUATLAN,,90021
101690,10,1690,HUEHUETLAN EL GRANDE,,90021
101691,10,1691,SANTO TOMAS HUEYOTLIPAN,,90021
101692,10,1692,SOLTEPEC,,90021
101693,10,1693,TECALI DE HERRERA,,90021
101694,10,1694,TECAMACHALCO,,90021
101695,10,1695,TECOMATLAN,,90021
101696,10,1696,TEHUACAN,,90021
101697,10,1697,TEHUITZINGO,,90021
101698,10,1698,TENAMPULCO,,90021
101699,10,1699,TEOPANTLAN,,90021
101700,10,1700,TEOTLALCO,,90021
101701,10,1701,TEPANCO DE LOPEZ,,90021
101702,10,1702,TEPANGO DE RODRIGUEZ,,90021
101703,10,1703,TEPATLAXCO DE HIDALGO,,90021
101704,10,1704,TEPEACA,,90021
101705,10,1705,TEPEMAXALCO,,90021
101706,10,1706,TEPEOJUMA,,90021
101707,10,1707,TEPETZINTLA,,90021
101708,10,1708,TEPEXCO,,90021
101709,10,1709,TEPEXI DE RODRIGUEZ,,90021
101710,10,1710,TEPEYAHUALCO,,90021
101711,10,1711,TEPEYAHUALCO DE CUAUHTEMOC,,90021
101712,10,1712,TETELA DE OCAMPO,,90021
101713,10,1713,TETELES DE AVILA CAMACHO,,90021
101714,10,1714,TEZIUTLAN,,90021
101715,10,1715,TIANGUISMANALCO,,90021
101716,10,1716,TILAPA,,90021
101717,10,1717,TLACOTEPEC DE BENITO JUAREZ,,90021
101718,10,1718,TLACUILOTEPEC,,90021
101719,10,1719,TLACHICHUCA,,90021
101720,10,1720,TLAHUAPAN,,90021
101721,10,1721,TLALTENANGO,,90021
101722,10,1722,TLANEPANTLA,,90021
101723,10,1723,TLAOLA,,90021
101724,10,1724,TLAPACOYA,,90021
101725,10,1725,TLAPANALA,,90021
101726,10,1726,TLATLAUQUITEPEC,,90021
101727,10,1727,TLAXCO,,90021
101728,10,1728,TOCHIMILCO,,90021
101729,10,1729,TOCHTEPEC,,90021
101730,10,1730,TOTOLTEPEC DE GUERRERO,,90021
101731,10,1731,TULCINGO,,90021
101732,10,1732,TUZAMAPAN DE GALEANA,,90021
101733,10,1733,TZICATLACOYAN,,90021
101734,10,1734,VENUSTIANO CARRANZA,,90021
101735,10,1735,VICENTE GUERRERO,,90021
101736,10,1736,XAYACATLAN DE BRAVO,,90021
101737,10,1737,XICOTEPEC,,90021
101738,10,1738,XICOTLAN,,90021
101739,10,1739,XIUTETELCO,,90021
101740,10,1740,XOCHIAPULCO,,90021
101741,10,1741,XOCHILTEPEC,,90021
101742,10,1742,XOCHITLAN DE VICENTE SUAREZ,,90021
101743,10,1743,XOCHITLAN TODOS SANTOS,,90021
101744,10,1744,YAONAHUAC,,90021
101745,10,1745,YEHUALTEPEC,,90021
101746,10,1746,ZACAPALA,,90021
101747,10,1747,ZACAPOAXTLA,,90021
101748,10,1748,ZACATLAN,,90021
101749,10,1749,ZAPOTITLAN,,90021
101750,10,1750,ZAPOTITLAN DE MENDEZ,,90021
101751,10,1751,ZARAGOZA,,90021
101752,10,1752,ZAUTLA,,90021
101753,10,1753,ZIHUATEUTLA,,90021
101754,10,1754,ZINACATEPEC,,90021
101755,10,1755,ZONGOZOTLA,,90021
101756,10,1756,ZOQUIAPAN,,90021
101757,10,1757,ZOQUITLAN,,90021
101758,10,1758,AMEALCO DE BONFIL,,90022
101759,10,1759,PINAL DE AMOLES,,90022
101760,10,1760,ARROYO SECO,,90022
101761,10,1761,CADEREYTA DE MONTES,,90022
101762,10,1762,COLON,,90022
101763,10,1763,CORREGIDORA,,90022
101764,10,1764,EZEQUIEL MONTES,,90022
101765,10,1765,HUIMILPAN,,90022
101766,10,1766,JALPAN DE SERRA,,90022
101767,10,1767,LANDA DE MATAMOROS,,90022
101768,10,1768,EL MARQUES,,90022
101769,10,1769,PEDRO ESCOBEDO,,90022
101770,10,1770,PE¥AMILLER,,90022
101771,10,1771,QUERETARO,,90022
101772,10,1772,SAN JOAQUIN,,90022
101773,10,1773,SAN JUAN DEL RIO,,90022
101774,10,1774,TEQUISQUIAPAN,,90022
101775,10,1775,TOLIMAN,,90022
101776,10,1776,COZUMEL,,90023
101777,10,1777,FELIPE CARRILLO PUERTO,,90023
101778,10,1778,ISLA MUJERES,,90023
101779,10,1779,OTHON  POMPEYO  BLANCO,,90023
101780,10,1780,BENITO JUAREZ,,90023
101781,10,1781,JOSE MARIA MORELOS,,90023
101782,10,1782,LAZARO CARDENAS,,90023
101783,10,1783,AHUALULCO,,90024
101784,10,1784,ALAQUINES,,90024
101785,10,1785,AQUISMON,,90024
101786,10,1786,ARMADILLO DE LOS INFANTE,,90024
101787,10,1787,CARDENAS,,90024
101788,10,1788,CATORCE,,90024
101789,10,1789,CEDRAL,,90024
101790,10,1790,CERRITOS,,90024
101791,10,1791,CERRO DE SAN PEDRO,,90024
101792,10,1792,CIUDAD DEL MAIZ,,90024
101793,10,1793,CIUDAD FERNANDEZ,,90024
101794,10,1794,TANCANHUITZ DE SANTOS,,90024
101795,10,1795,CIUDAD VALLES,,90024
101796,10,1796,COXCATLAN,,90024
101797,10,1797,CHARCAS,,90024
101798,10,1798,EBANO,,90024
101799,10,1799,GUADALCAZAR,,90024
101800,10,1800,HUEHUETLAN,,90024
101801,10,1801,LAGUNILLAS,,90024
101802,10,1802,MATEHUALA,,90024
101803,10,1803,MEXQUITIC DE CARMONA,,90024
101804,10,1804,MOCTEZUMA,,90024
101805,10,1805,RAYON,,90024
101806,10,1806,RIO VERDE,,90024
101807,10,1807,SALINAS,,90024
101808,10,1808,SAN ANTONIO,,90024
101809,10,1809,SAN CIRO DE ACOSTA,,90024
101810,10,1810,SAN LUIS POTOSI,,90024
101811,10,1811,SAN MARTIN CHALCHICUAUTLA,,90024
101812,10,1812,SAN NICOLAS TOLENTINO,,90024
101813,10,1813,SANTA CATARINA,,90024
101814,10,1814,SANTA MARIA DEL RIO,,90024
101815,10,1815,SANTO DOMINGO,,90024
101816,10,1816,SAN VICENTE TANCUAYALAB,,90024
101817,10,1817,SOLEDAD DE GRACIANO SANCHEZ,,90024
101818,10,1818,TAMASOPO,,90024
101819,10,1819,TAMAZUNCHALE,,90024
101820,10,1820,TAMPACAN,,90024
101821,10,1821,TAMPAMOLON CORONA,,90024
101822,10,1822,TAMUIN,,90024
101823,10,1823,TANLAJAS,,90024
101824,10,1824,TANQUIAN DE ESCOBEDO,,90024
101825,10,1825,TIERRANUEVA,,90024
101826,10,1826,VANEGAS,,90024
101827,10,1827,VENADO,,90024
101828,10,1828,VILLA DE ARRIAGA,,90024
101829,10,1829,VILLA DE GUADALUPE,,90024
101830,10,1830,VILLA DE LA PAZ,,90024
101831,10,1831,VILLA DE RAMOS,,90024
101832,10,1832,VILLA DE REYES,,90024
101833,10,1833,VILLA HIDALGO,,90024
101834,10,1834,VILLA JUAREZ,,90024
101835,10,1835,AXTLA DE TERRAZAS,,90024
101836,10,1836,XILITLA,,90024
101837,10,1837,ZARAGOZA,,90024
101838,10,1838,VILLA DE ARISTA,,90024
101839,10,1839,AHOME,,90025
101840,10,1840,BADIRAGUATO,,90025
101841,10,1841,CONCORDIA,,90025
101842,10,1842,COSALA,,90025
101843,10,1843,CULIACAN,,90025
101844,10,1844,ELOTA,,90025
101845,10,1845,ESCUINAPA,,90025
101846,10,1846,"FUERTE, EL",,90025
101847,10,1847,GUASAVE,,90025
101848,10,1848,MAZATLAN,,90025
101849,10,1849,MOCORITO,,90025
101850,10,1850,ROSARIO,,90025
101851,10,1851,SALVADOR ALVARADO,,90025
101852,10,1852,SAN IGNACIO,,90025
101853,10,1853,SINALOA,,90025
101854,10,1854,NAVOLATO,,90025
101855,10,1855,ACONCHI,,90026
101856,10,1856,AGUA PRIETA,,90026
101857,10,1857,ALAMOS,,90026
101858,10,1858,ALTAR,,90026
101859,10,1859,ARIVECHI,,90026
101860,10,1860,ARIZPE,,90026
101861,10,1861,ATIL,,90026
101862,10,1862,BACADEHUACHI,,90026
101863,10,1863,BACANORA,,90026
101864,10,1864,BACERAC,,90026
101865,10,1865,BACOACHI,,90026
101866,10,1866,BACUM,,90026
101867,10,1867,BANAMICHI,,90026
101868,10,1868,BAVIACORA,,90026
101869,10,1869,BAVISPE,,90026
101870,10,1870,BENJAMIN HILL,,90026
101871,10,1871,CABORCA,,90026
101872,10,1872,CAJEME,,90026
101873,10,1873,CANANEA,,90026
101874,10,1874,CARBO,,90026
101875,10,1875,LA COLORADA,,90026
101876,10,1876,CUCURPE,,90026
101877,10,1877,CUMPAS,,90026
101878,10,1878,DIVISADEROS,,90026
101879,10,1879,EMPALME,,90026
101880,10,1880,ETCHOJOA,,90026
101881,10,1881,FRONTERAS,,90026
101882,10,1882,GRANADOS,,90026
101883,10,1883,GUAYMAS,,90026
101884,10,1884,HERMOSILLO,,90026
101885,10,1885,HUACHINERA,,90026
101886,10,1886,HUASABAS,,90026
101887,10,1887,HUATABAMPO,,90026
101888,10,1888,HUEPAC,,90026
101889,10,1889,IMURIS,,90026
101890,10,1890,MAGDALENA,,90026
101891,10,1891,MAZATAN,,90026
101892,10,1892,MOCTEZUMA,,90026
101893,10,1893,NACO,,90026
101894,10,1894,NACORI CHICO,,90026
101895,10,1895,NACOZARI DE GARCIA,,90026
101896,10,1896,NAVOJOA,,90026
101897,10,1897,NOGALES,,90026
101898,10,1898,ONAVAS,,90026
101899,10,1899,OPODEPE,,90026
101900,10,1900,OQUITOA,,90026
101901,10,1901,PITIQUITO,,90026
101902,10,1902,PUERTO PE¥ASCO,,90026
101903,10,1903,QUIRIEGO,,90026
101904,10,1904,RAYON,,90026
101905,10,1905,ROSARIO,,90026
101906,10,1906,SAHUARIPA,,90026
101907,10,1907,SAN FELIPE DE JESUS,,90026
101908,10,1908,SAN JAVIER,,90026
101909,10,1909,SAN LUIS RIO COLORADO,,90026
101910,10,1910,SAN MIGUEL DE HORCASITAS,,90026
101911,10,1911,SAN PEDRO DE LA CUEVA,,90026
101912,10,1912,SANTA ANA,,90026
101913,10,1913,SANTA CRUZ,,90026
101914,10,1914,SARIC,,90026
101915,10,1915,SOYOPA,,90026
101916,10,1916,SUAQUI GRANDE,,90026
101917,10,1917,TEPACHE,,90026
101918,10,1918,TRINCHERAS,,90026
101919,10,1919,TUBUTAMA,,90026
101920,10,1920,URES,,90026
101921,10,1921,VILLA HIDALGO,,90026
101922,10,1922,VILLA PESQUEIRA,,90026
101923,10,1923,YECORA,,90026
101924,10,1924,GENERAL PLUTARCO ELIAS CALLES,,90026
101925,10,1925,BALANCAN,,90027
101926,10,1926,CARDENAS,,90027
101927,10,1927,CENTLA,,90027
101928,10,1928,CENTRO,,90027
101929,10,1929,COMALCALCO,,90027
101930,10,1930,CUNDUACAN,,90027
101931,10,1931,EMILIANO ZAPATA,,90027
101932,10,1932,HUIMANGUILLO,,90027
101933,10,1933,JALAPA,,90027
